iteration,timestamp,num_games,num_positions,selfplay_seconds,train_seconds,total_seconds,loss,policy_loss,value_loss,weights_file
1,2026-06-14T22:19:06,5,372,399.2,18.6,417.8,21.2698,20.4958,0.6381,iter_1.weights.h5
